Date,Volume,vw,Open,Close,High,Low,n,Symbol,Return,Cumulative Return,10-Day MA,100-Day MA
2023-07-06,24772501.0,119.6263,119.795,120.11,120.3,118.4,264976,GOOGL,-0.013470225872689978,0.34773339317773844,120.29,108.57
2023-07-07,21709549.0,120.0861,120.1,119.48,121.05,119.4,255712,GOOGL,-0.005245191907418123,0.3406642728904854,119.923,108.6884
2023-07-10,35315235.0,116.848,118.3,116.45,118.305,116.135,440176,GOOGL,-0.025359892869099454,0.3066651705565535,119.33400000000002,108.90719999999999
2023-07-11,23073882.0,116.8884,116.29,117.14,117.71,115.35,280046,GOOGL,0.00592528982395879,0.31440754039497354,119.21399999999998,109.1325
2023-07-12,30404409.0,119.1526,118.8,118.93,120.33,118.4145,316402,GOOGL,0.015280860508792848,0.33449281867145464,119.274,109.375
2023-07-13,44297915.0,123.7366,120.93,124.54,124.83,120.45,461827,GOOGL,0.0471706045573026,0.3974416517055659,119.71,109.65100000000001
2023-07-14,33283076.0,125.4449,124.8,125.42,126.775,123.49,373867,GOOGL,0.007066002890637524,0.40731597845601475,120.34200000000001,109.9501
2023-07-17,25716215.0,125.0218,125.94,124.65,127.0999,124.195,293748,GOOGL,-0.006139371711050834,0.398675942549372,120.83699999999999,110.25310000000002
2023-07-18,26226447.0,123.677,124.6,123.76,124.68,122.96,291915,GOOGL,-0.007139991977537119,0.38868940754039527,121.223,110.5728
2023-07-19,37224033.0,122.8865,124.6,122.03,125.18,121.8,391091,GOOGL,-0.013978668390433158,0.36927737881508094,121.251,110.8766
2023-07-20,37882763.0,120.3438,121.42,119.2,124.09,118.22,413490,GOOGL,-0.023191018601983138,0.33752244165170575,121.16,111.15969999999999
2023-07-21,71606474.0,119.9233,120.62,120.02,120.99,118.73,360631,GOOGL,0.006879194630872387,0.3467235188509874,121.21400000000001,111.46860000000001
2023-07-24,29723440.0,121.7785,121.66,121.53,123.0,120.98,330432,GOOGL,0.01258123646058995,0.3636669658886895,121.72200000000001,111.78519999999999
2023-07-25,52429551.0,123.7377,121.36,122.21,123.145,121.02,545030,GOOGL,0.005595326256891298,0.3712971274685819,122.229,112.1067
2023-07-26,61682093.0,129.6672,130.07,129.27,130.98,128.32,648133,GOOGL,0.0577694133049671,0.4505161579892285,123.263,112.49580000000002
2023-07-27,44952074.0,131.1813,131.67,129.4,133.24,128.79,475058,GOOGL,0.0010056470952271024,0.45197486535009035,123.749,112.86980000000001
2023-07-28,36534508.0,132.6017,130.78,132.58,133.74,130.57,374467,GOOGL,0.024574961360123604,0.4876570915619396,124.465,113.2591
2023-07-31,28036031.0,132.563,132.73,132.72,133.525,131.775,309717,GOOGL,0.001055966209081216,0.4892280071813291,125.27199999999998,113.635
2023-08-01,23276440.0,131.7183,130.775,131.55,132.63,130.68,279092,GOOGL,-0.008815551537070476,0.4760996409335734,126.051,114.01190000000001
2023-08-02,26273258.0,128.653,129.45,128.38,130.09,127.56,320811,GOOGL,-0.0240973014063095,0.4405296229802518,126.68599999999999,114.3532
2023-08-03,20159528.0,128.5182,127.97,128.45,129.385,127.42,251757,GOOGL,0.0005452562704471031,0.44131508078994663,127.61099999999999,114.7145
2023-08-04,26147158.0,129.3186,129.28,128.11,131.51,127.91,349290,GOOGL,-0.0026469443363174028,0.4375000000000009,128.42,115.08930000000001
2023-08-07,22743790.0,130.7664,129.16,131.53,131.61,129.02,282728,GOOGL,0.026695808289750822,0.47587522441651764,129.42000000000002,115.4935
2023-08-08,23514181.0,130.8733,130.62,131.4,131.51,129.545,273707,GOOGL,-0.0009883676727742152,0.474416517055656,130.339,115.8678
2023-08-09,24912918.0,130.3166,131.66,129.66,132.04,129.0,275278,GOOGL,-0.01324200913242013,0.45489228007181404,130.378,116.2033
2023-08-10,20856154.0,130.4191,131.32,129.69,132.05,129.45,256305,GOOGL,0.00023137436372056008,0.45522890484739764,130.407,116.49700000000001
2023-08-11,19591080.0,129.214,128.66,129.56,129.93,128.17,234265,GOOGL,-0.0010023903153674185,0.4537701974865358,130.105,116.7764
2023-08-14,24685408.0,130.8382,129.39,131.33,131.37,128.96,232091,GOOGL,0.013661623958011848,0.4736310592459614,129.96599999999998,117.0775
2023-08-15,19770732.0,130.1672,131.1,129.78,131.42,129.28,232217,GOOGL,-0.011802330008375939,0.456238779174148,129.789,117.32610000000001
2023-08-16,25216068.0,128.838,128.7,128.7,130.2809,127.865,265450,GOOGL,-0.008321775312066682,0.44412028725314245,129.821,117.5794
2023-08-17,33446280.0,130.3543,129.8,129.92,131.99,129.29,355504,GOOGL,0.009479409479409506,0.4578096947935375,129.96800000000002,117.82259999999998
2023-08-18,30354550.0,127.4146,128.51,127.46,129.25,126.3824,344853,GOOGL,-0.01893472906403937,0.4302064631956919,129.90300000000002,118.0428
2023-08-21,24798729.0,128.0947,127.175,128.37,128.725,126.56,269714,GOOGL,0.007139494743449104,0.4404174147217246,129.587,118.30189999999999
2023-08-22,22067520.0,129.2399,128.51,129.08,130.278,128.32,231039,GOOGL,0.005530887278959229,0.44838420107720034,129.355,118.58240000000002
2023-08-23,27819713.0,132.4202,130.18,132.37,133.41,129.87,300711,GOOGL,0.025488069414316694,0.4853007181328557,129.626,118.89219999999999
2023-08-24,28305694.0,131.0408,133.95,129.78,134.25,129.57,297293,GOOGL,-0.019566367001586538,0.45623877917414823,129.635,119.1811
2023-08-25,26762891.0,129.1121,129.54,129.88,130.76,127.25,291617,GOOGL,0.0007705347511173244,0.4573608617594265,129.667,119.4426
2023-08-28,20543266.0,131.0204,131.31,131.01,132.54,130.14,231840,GOOGL,0.008700338774253025,0.4700403949730707,129.635,119.70909999999999
2023-08-29,43075556.0,134.5256,132.24,134.57,136.57,132.24,433419,GOOGL,0.027173498206243707,0.5099865350089772,130.114,120.0076
2023-08-30,27845769.0,135.4531,134.78,135.88,136.275,134.07,294503,GOOGL,0.00973471055955999,0.5246858168761224,130.832,120.3217
2023-08-31,30053800.0,136.5854,136.01,136.17,138.0,135.79,304844,GOOGL,0.0021342360906682067,0.5279398563734292,131.457,120.5992
2023-09-01,21433687.0,135.6967,137.455,135.66,137.455,134.85,276156,GOOGL,-0.0037453183520598232,0.5222172351885102,132.277,120.89140000000002
2023-09-05,19403112.0,135.5901,135.44,135.77,136.42,134.5801,249353,GOOGL,0.0008108506560520201,0.5234515260323165,133.017,121.1956
2023-09-06,18684534.0,134.6693,136.02,134.46,136.5299,133.665,244917,GOOGL,-0.009648670545776006,0.5087522441651711,133.555,121.49380000000001
2023-09-07,18844342.0,134.7585,133.59,135.26,135.58,132.95,219430,GOOGL,0.00594972482522671,0.5177289048473972,133.844,121.77210000000001
2023-09-08,23373988.0,136.0951,134.91,136.38,136.66,134.85,242058,GOOGL,0.008280348957563355,0.530296229802514,134.504,122.04719999999999
2023-09-11,20763350.0,136.7394,136.54,136.92,137.48,135.785,251391,GOOGL,0.003959524857017005,0.5363554757630165,135.208,122.3567
2023-09-12,18405505.0,135.7845,136.26,135.34,136.8701,135.19,235940,GOOGL,-0.011539585159216936,0.5186265709156199,135.64100000000002,122.6651
2023-09-13,20749496.0,135.9726,135.09,136.71,136.9,134.15,242447,GOOGL,0.01012265405645052,0.5339991023339326,135.855,122.99040000000001
2023-09-14,24750968.0,137.9219,137.6,138.1,138.695,136.24,270596,GOOGL,0.010167507863360292,0.5495960502693005,136.077,123.31849999999999
2023-09-15,38919614.0,137.4232,137.98,137.4,138.52,136.48,301771,GOOGL,-0.005068790731354023,0.5417414721723526,136.2,123.6384
2023-09-18,21861346.0,138.2949,136.61,138.21,139.16,136.61,265310,GOOGL,0.005895196506550127,0.5508303411131066,136.455,123.9608
2023-09-19,20249253.0,137.6996,137.42,138.04,138.41,136.62,223417,GOOGL,-0.0012300123001230956,0.5489228007181333,136.682,124.3027
2023-09-20,29927475.0,135.3337,138.08,133.74,138.08,133.62,328399,GOOGL,-0.03115039119095897,0.5006732495511677,136.61,124.60300000000001
2023-09-21,31503910.0,130.953,131.44,130.44,132.23,130.07,354317,GOOGL,-0.024674742036787878,0.46364452423698443,136.12800000000001,124.83149999999999
2023-09-22,26397337.0,130.7518,130.76,130.25,132.025,129.6,258663,GOOGL,-0.0014566084023305281,0.4615125673249558,135.51500000000001,125.0606
2023-09-25,20094643.0,130.4679,129.83,131.11,131.17,128.96,248208,GOOGL,0.006602687140115249,0.47116247755834917,134.934,125.29969999999999
2023-09-26,25718704.0,128.3235,129.77,128.565,130.3645,127.22,311454,GOOGL,-0.01941118145069043,0.4426054757630167,134.25650000000002,125.53215
2023-09-27,22746452.0,129.8418,128.57,130.54,130.895,128.57,266519,GOOGL,0.015361879205071372,0.4647666068222627,133.6395,125.78344999999999
2023-09-28,22513132.0,131.9212,129.84,132.31,133.3,129.79,267143,GOOGL,0.013559062356365947,0.48462746858168826,133.0605,126.05965
2023-09-29,30859790.0,131.6697,133.28,130.86,134.05,130.36,302951,GOOGL,-0.01095911117829329,0.46835727109515335,132.4065,126.31254999999999
2023-10-02,22288038.0,133.3529,131.21,134.17,134.42,131.17,281624,GOOGL,0.025294207550053294,0.505498204667864,132.0025,126.57654999999998
2023-10-03,22971401.0,132.6848,133.94,132.43,134.26,131.84,263426,GOOGL,-0.012968621897592514,0.485973967684022,131.4415,126.82735000000001
2023-10-04,26692295.0,134.6001,132.79,135.24,135.57,132.53,302525,GOOGL,0.021218757079211725,0.5175044883303417,131.5915,127.06225
2023-10-05,19832615.0,134.8006,135.07,135.07,135.49,133.45,243521,GOOGL,-0.0012570245489501586,0.5155969479353684,132.0545,127.23785
2023-10-06,27597598.0,136.9128,134.01,137.58,138.155,134.01,317460,GOOGL,0.01858295698526713,0.5437612208258535,132.7875,127.44855
2023-10-09,19278070.0,137.8531,136.94,138.42,138.94,135.61,248607,GOOGL,0.0061055385957260455,0.5531867145421909,133.5185,127.63765
2023-10-10,27775413.0,138.5328,138.5,138.06,139.72,137.33,302718,GOOGL,-0.002600780234070066,0.5491472172351894,134.46800000000002,127.80985000000001
2023-10-11,25882803.0,140.2596,138.58,140.55,141.11,138.58,290868,GOOGL,0.018035636679704536,0.5770870736086187,135.469,127.98705
2023-10-12,24765537.0,139.725,141.05,138.97,141.22,138.26,285432,GOOGL,-0.011241551049448684,0.5593581687612217,136.13500000000002,128.14915
2023-10-13,23435599.0,137.7716,139.38,137.36,140.0,136.615,282010,GOOGL,-0.011585234223213559,0.5412926391382415,136.785,128.27225
2023-10-16,28486471.0,139.0005,138.17,139.095,139.63,137.99,260687,GOOGL,0.0126310425160161,0.5607607719928194,137.2775,128.4376
